order_id,product_id,origin_warehouse,destination_city,order_date,ship_mode,carrier,weight_kg,distance_km,expected_delay_days
190267,P064,Strasbourg,Toulouse,2025-04-07,Express,Chronopost,9.13,58,1
190268,P090,Strasbourg,Marseille,2024-06-22,Express,DHL,17.67,794,5
190269,P006,Paris,Paris,2025-04-08,Express,GLS,3.81,309,2
190270,P096,Rouen,Toulouse,2025-02-08,Standard,GLS,10.82,929,6
190271,P043,Lyon,Marseille,2025-04-09,Express,DHL,8.13,426,2
190272,P020,Strasbourg,Toulouse,2025-05-14,Express,GLS,13.99,963,5
190273,P099,Paris,Bordeaux,2025-01-18,Express,UPS,17.87,140,2
190274,P043,Strasbourg,Toulouse,2025-06-06,Express,Colissimo,19.03,934,6
190275,P062,Strasbourg,Toulouse,2024-07-19,Standard,Colissimo,9.08,270,2
190276,P067,Strasbourg,Paris,2024-08-26,Standard,GLS,8.5,338,3
190277,P082,Nantes,Paris,2025-03-08,Express,DHL,13.1,735,4
190278,P099,Lyon,Paris,2024-12-05,Standard,Chronopost,17.03,936,6
190279,P052,Lille,Nice,2025-01-06,Standard,Colissimo,6.54,458,3
190280,P074,Rouen,Toulouse,2025-03-15,Standard,GLS,3.05,227,2
190281,P100,Rouen,Toulouse,2024-12-29,Standard,DHL,19.8,534,5
190282,P094,Strasbourg,Paris,2024-07-31,Express,GLS,15.08,576,4
190283,P026,Lyon,Bordeaux,2025-05-13,Express,Chronopost,10.66,309,2
190284,P094,Lyon,Bordeaux,2024-07-12,Express,Chronopost,13.34,476,3
190285,P031,Lyon,Nice,2025-03-28,Express,DHL,17.94,128,3
190286,P055,Lille,Paris,2024-10-30,Express,Colissimo,0.94,164,0
190287,P068,Nantes,Paris,2024-12-02,Standard,GLS,12.05,710,4
190288,P057,Lille,Marseille,2025-05-28,Express,Colissimo,17.09,156,2
190289,P024,Paris,Paris,2024-07-07,Standard,GLS,4.64,120,3
190290,P065,Paris,Nice,2025-04-16,Standard,UPS,10.34,648,5
190291,P026,Strasbourg,Toulouse,2024-07-28,Express,Chronopost,17.43,74,1
190292,P049,Paris,Paris,2025-02-09,Standard,GLS,0.63,360,3
190293,P093,Rouen,Toulouse,2025-04-19,Standard,Chronopost,15.03,290,4
190294,P038,Paris,Nice,2025-06-15,Express,GLS,5.52,526,3
190295,P036,Nantes,Nice,2024-08-31,Express,Colissimo,5.48,52,1
190296,P054,Nantes,Marseille,2024-07-22,Standard,Chronopost,8.61,924,5
190297,P009,Lille,Bordeaux,2024-10-22,Express,UPS,12.42,296,2
190298,P042,Strasbourg,Nice,2024-08-23,Express,DHL,6.08,359,1
190299,P096,Rouen,Marseille,2024-06-17,Standard,Chronopost,1.4,576,3
190300,P082,Strasbourg,Paris,2024-06-26,Standard,Colissimo,9.12,853,4
190301,P024,Nantes,Lyon,2024-11-25,Standard,GLS,5.04,711,4
190302,P040,Rouen,Nice,2024-08-29,Standard,Chronopost,12.0,812,5
190303,P082,Rouen,Nice,2024-11-04,Standard,Chronopost,9.56,638,4
190304,P008,Nantes,Marseille,2024-06-17,Express,GLS,7.35,198,1
190305,P054,Nantes,Nice,2024-09-18,Standard,GLS,2.42,327,2
190306,P011,Nantes,Toulouse,2025-05-10,Standard,Colissimo,15.3,102,3
190307,P099,Nantes,Lyon,2024-09-02,Express,Colissimo,9.8,428,2
190308,P088,Strasbourg,Paris,2025-02-23,Standard,DHL,9.02,799,5
190309,P077,Strasbourg,Nice,2024-12-20,Express,DHL,12.15,314,2
190310,P095,Lyon,Lyon,2025-01-28,Standard,UPS,18.87,887,6
190311,P056,Paris,Paris,2024-06-22,Express,UPS,16.27,310,3
190312,P094,Lyon,Nice,2024-11-20,Standard,GLS,8.35,602,5
190313,P029,Strasbourg,Lyon,2025-03-24,Express,Colissimo,16.25,598,4
190314,P042,Lille,Bordeaux,2025-06-10,Express,Chronopost,13.91,185,2
190315,P006,Lyon,Paris,2024-09-18,Standard,Chronopost,15.93,966,6
190316,P003,Lille,Nice,2024-11-20,Standard,UPS,6.0,864,4
190317,P092,Lyon,Toulouse,2024-12-16,Express,UPS,1.96,780,3
190318,P074,Lille,Paris,2025-03-04,Express,DHL,17.83,74,2
190319,P098,Strasbourg,Nice,2024-10-15,Standard,Colissimo,3.56,575,2
190320,P065,Paris,Marseille,2024-09-23,Express,GLS,9.94,486,3
190321,P012,Paris,Paris,2025-01-24,Express,DHL,16.57,76,2
190322,P036,Paris,Bordeaux,2024-07-23,Standard,GLS,5.83,995,4
190323,P056,Nantes,Bordeaux,2024-12-03,Standard,DHL,10.93,219,3
190324,P052,Rouen,Toulouse,2024-07-09,Standard,Chronopost,17.98,400,4
190325,P032,Lille,Paris,2025-03-28,Standard,Colissimo,2.71,321,3
190326,P056,Lille,Lyon,2024-08-14,Standard,DHL,1.89,509,2
190327,P011,Strasbourg,Marseille,2025-03-15,Express,Chronopost,1.52,223,1
190328,P001,Nantes,Bordeaux,2025-04-13,Standard,Chronopost,11.59,743,5
190329,P006,Paris,Bordeaux,2024-10-16,Express,UPS,16.04,287,3
190330,P091,Strasbourg,Paris,2024-08-24,Standard,DHL,16.97,278,4
190331,P079,Strasbourg,Bordeaux,2024-10-07,Standard,GLS,3.18,61,2
190332,P074,Lille,Nice,2024-10-05,Standard,GLS,4.85,491,3
190333,P024,Paris,Toulouse,2024-08-06,Express,Colissimo,11.35,94,2
190334,P072,Paris,Marseille,2024-12-18,Standard,Chronopost,18.15,347,5
190335,P081,Lyon,Bordeaux,2025-05-15,Express,Chronopost,14.3,119,2
190336,P024,Paris,Lyon,2025-01-18,Express,Chronopost,16.43,417,3
190337,P077,Lille,Bordeaux,2025-03-24,Standard,UPS,8.33,155,2
190338,P009,Strasbourg,Nice,2025-01-24,Express,Chronopost,2.69,408,2
190339,P059,Paris,Nice,2025-02-04,Express,Chronopost,14.43,982,5
190340,P070,Paris,Nice,2024-08-06,Express,Colissimo,6.54,266,1
190341,P093,Rouen,Lyon,2024-12-17,Standard,GLS,4.18,357,3
190342,P023,Paris,Toulouse,2025-02-05,Standard,Colissimo,14.36,732,6
190343,P086,Strasbourg,Nice,2024-11-28,Express,UPS,3.4,804,2
190344,P085,Nantes,Lyon,2024-09-06,Standard,GLS,5.05,101,2
190345,P017,Paris,Paris,2025-04-06,Standard,DHL,2.59,811,4
190346,P098,Paris,Marseille,2025-01-12,Standard,DHL,15.74,840,5
190347,P090,Strasbourg,Paris,2024-07-25,Express,Chronopost,16.05,520,4
190348,P025,Rouen,Bordeaux,2025-01-30,Standard,Chronopost,4.07,740,4
190349,P038,Nantes,Marseille,2025-03-26,Express,DHL,9.44,83,2
190350,P003,Nantes,Bordeaux,2025-06-02,Standard,Colissimo,1.49,775,3
190351,P067,Lyon,Marseille,2025-02-26,Express,Chronopost,14.6,749,4
190352,P014,Strasbourg,Bordeaux,2025-01-08,Standard,Colissimo,13.01,753,5
190353,P010,Paris,Lyon,2025-03-04,Standard,UPS,10.29,135,2
190354,P066,Lyon,Bordeaux,2024-08-01,Express,DHL,6.46,424,2
190355,P071,Strasbourg,Nice,2024-06-26,Standard,UPS,3.56,289,2
190356,P014,Lille,Bordeaux,2024-12-07,Express,Colissimo,15.58,871,5
190357,P081,Lille,Lyon,2024-11-22,Express,Colissimo,4.37,831,3
190358,P010,Rouen,Toulouse,2025-01-27,Standard,GLS,9.01,290,2
190359,P099,Lyon,Lyon,2024-07-10,Standard,DHL,0.69,480,4
190360,P049,Lille,Toulouse,2024-12-08,Standard,UPS,17.51,171,3
190361,P091,Rouen,Toulouse,2025-03-21,Express,Colissimo,8.75,521,3
190362,P062,Lille,Toulouse,2025-05-17,Standard,GLS,18.27,58,3
190363,P048,Lyon,Bordeaux,2025-02-13,Express,GLS,11.68,504,2
190364,P003,Lyon,Lyon,2024-06-27,Express,Colissimo,13.06,972,4
190365,P047,Strasbourg,Lyon,2024-07-20,Standard,DHL,15.24,651,4
190366,P060,Rouen,Marseille,2025-03-10,Standard,DHL,5.42,209,1
190367,P025,Lyon,Bordeaux,2024-10-18,Express,Colissimo,16.35,254,3
190368,P007,Paris,Paris,2024-11-29,Express,DHL,13.62,632,3
190369,P077,Lyon,Nice,2024-10-24,Standard,GLS,18.73,789,5
190370,P039,Strasbourg,Paris,2025-04-06,Standard,Colissimo,6.91,720,5
190371,P043,Paris,Nice,2024-12-14,Express,DHL,11.47,350,3
190372,P046,Nantes,Bordeaux,2024-11-17,Standard,Chronopost,5.05,505,3
190373,P089,Rouen,Lyon,2024-12-15,Standard,UPS,1.19,357,2
190374,P043,Rouen,Bordeaux,2024-12-28,Standard,Chronopost,12.32,113,2
190375,P029,Strasbourg,Paris,2024-09-24,Standard,Chronopost,4.43,465,3
190376,P083,Strasbourg,Toulouse,2024-10-27,Standard,UPS,19.46,608,4
190377,P086,Lille,Toulouse,2025-06-01,Standard,Colissimo,13.82,389,3
190378,P066,Strasbourg,Nice,2025-02-18,Express,UPS,16.59,198,2
190379,P086,Nantes,Lyon,2024-07-17,Express,Colissimo,18.16,146,2
190380,P099,Lille,Nice,2025-05-07,Standard,DHL,14.04,189,4
190381,P098,Lille,Marseille,2025-04-16,Express,Chronopost,12.66,411,3
190382,P069,Rouen,Nice,2024-07-24,Express,Chronopost,8.42,612,3
190383,P027,Paris,Toulouse,2025-01-13,Standard,Colissimo,1.96,395,3
190384,P082,Strasbourg,Toulouse,2025-06-16,Express,UPS,13.65,394,2
190385,P003,Strasbourg,Toulouse,2024-09-27,Express,UPS,4.06,321,2
190386,P056,Lille,Lyon,2024-07-13,Express,Chronopost,4.75,401,2
190387,P064,Lyon,Lyon,2025-01-13,Standard,UPS,10.02,595,4
190388,P021,Nantes,Bordeaux,2024-07-22,Standard,Chronopost,18.74,175,3
190389,P024,Rouen,Paris,2025-03-27,Standard,GLS,16.53,508,5
190390,P090,Rouen,Toulouse,2024-06-22,Express,UPS,5.58,975,4
190391,P020,Paris,Nice,2025-05-04,Express,DHL,13.0,240,2
190392,P052,Nantes,Paris,2024-09-15,Standard,UPS,3.26,329,2
190393,P013,Nantes,Marseille,2024-06-24,Express,Colissimo,0.72,525,2
190394,P070,Nantes,Toulouse,2025-03-23,Standard,DHL,12.77,851,5
190395,P090,Rouen,Toulouse,2025-02-04,Standard,Colissimo,13.59,348,4
190396,P043,Lyon,Marseille,2024-12-07,Express,UPS,1.5,305,1
190397,P094,Rouen,Lyon,2025-02-08,Express,DHL,17.51,449,3
190398,P078,Rouen,Bordeaux,2025-06-03,Standard,Colissimo,13.92,289,4
190399,P037,Rouen,Lyon,2025-01-05,Standard,GLS,1.64,75,1
190400,P030,Lyon,Nice,2025-01-15,Express,Chronopost,18.35,699,5
190401,P015,Rouen,Paris,2024-07-15,Standard,GLS,5.74,539,3
190402,P083,Rouen,Nice,2025-04-29,Standard,Colissimo,14.86,726,5
190403,P075,Nantes,Marseille,2024-11-13,Express,UPS,10.69,622,4
190404,P084,Nantes,Toulouse,2024-09-29,Standard,UPS,11.18,264,4
190405,P025,Strasbourg,Toulouse,2024-09-07,Standard,Colissimo,15.77,210,2
190406,P038,Paris,Paris,2024-10-21,Express,GLS,17.56,576,4
190407,P043,Lille,Nice,2024-08-18,Standard,UPS,3.04,336,3
190408,P030,Lyon,Toulouse,2024-10-05,Express,UPS,14.63,325,2
190409,P040,Paris,Lyon,2024-08-02,Express,UPS,15.07,686,4
190410,P059,Rouen,Nice,2024-11-05,Express,Chronopost,3.21,439,2
190411,P023,Rouen,Nice,2024-10-29,Standard,Colissimo,6.14,907,5
190412,P044,Strasbourg,Marseille,2025-01-15,Standard,GLS,6.79,898,5
190413,P081,Lille,Lyon,2024-07-03,Express,Chronopost,16.88,924,5
190414,P001,Nantes,Lyon,2024-09-25,Standard,Chronopost,9.47,385,2
190415,P078,Lyon,Bordeaux,2024-11-10,Express,GLS,18.3,308,3
190416,P082,Paris,Marseille,2025-01-18,Standard,Chronopost,18.83,316,4
190417,P041,Nantes,Nice,2025-05-17,Standard,GLS,4.21,384,3
190418,P062,Paris,Bordeaux,2024-10-02,Standard,UPS,10.73,962,5
190419,P060,Strasbourg,Bordeaux,2024-10-17,Express,Colissimo,4.14,252,2
190420,P080,Lille,Toulouse,2025-03-18,Standard,DHL,6.56,513,3
190421,P010,Strasbourg,Paris,2024-10-06,Express,UPS,4.72,177,1
190422,P073,Paris,Nice,2025-02-25,Express,GLS,7.65,338,3
190423,P078,Paris,Bordeaux,2025-05-09,Standard,GLS,11.64,765,5
190424,P066,Nantes,Toulouse,2024-09-17,Standard,DHL,13.9,233,2
190425,P057,Rouen,Toulouse,2025-04-25,Standard,GLS,6.11,921,5
190426,P042,Strasbourg,Marseille,2024-09-05,Standard,GLS,15.69,980,6
190427,P054,Rouen,Bordeaux,2025-03-02,Express,Colissimo,4.99,612,2
190428,P085,Paris,Lyon,2025-02-10,Express,Colissimo,14.4,446,3
190429,P042,Paris,Nice,2025-04-10,Express,GLS,8.99,159,1
190430,P066,Strasbourg,Paris,2024-10-06,Standard,DHL,19.86,781,6
190431,P070,Lille,Nice,2025-03-24,Standard,GLS,14.54,150,4
190432,P011,Strasbourg,Lyon,2025-04-01,Express,Chronopost,1.17,612,2
190433,P067,Lyon,Bordeaux,2025-04-12,Standard,DHL,17.5,111,3
190434,P011,Paris,Lyon,2024-12-31,Express,Chronopost,4.79,806,3
190435,P004,Paris,Bordeaux,2024-08-31,Standard,Colissimo,6.25,999,5
190436,P079,Rouen,Lyon,2025-03-31,Express,GLS,17.08,327,2
190437,P090,Lyon,Nice,2024-08-04,Express,Colissimo,5.87,197,1
190438,P100,Lille,Bordeaux,2024-08-13,Standard,UPS,4.23,922,5
190439,P079,Paris,Marseille,2024-12-16,Standard,GLS,2.78,123,2
190440,P049,Rouen,Toulouse,2024-08-09,Express,UPS,1.0,179,2
190441,P022,Nantes,Toulouse,2025-01-20,Standard,GLS,10.36,57,2
190442,P037,Strasbourg,Nice,2024-06-20,Standard,Chronopost,6.81,144,3
190443,P010,Nantes,Marseille,2025-05-07,Express,DHL,18.04,611,3
190444,P020,Lyon,Toulouse,2024-08-17,Standard,Chronopost,6.97,811,5
190445,P096,Lille,Nice,2025-05-12,Express,Colissimo,12.55,231,2
190446,P073,Strasbourg,Bordeaux,2024-12-24,Express,UPS,1.58,551,2
190447,P050,Strasbourg,Nice,2025-05-07,Express,DHL,14.02,576,3
190448,P031,Rouen,Lyon,2024-10-17,Express,GLS,10.73,307,2
190449,P044,Nantes,Paris,2024-10-01,Standard,UPS,8.02,972,5
190450,P031,Nantes,Paris,2024-11-21,Express,Colissimo,17.93,385,3
190451,P092,Paris,Marseille,2025-01-22,Express,DHL,14.21,817,4
190452,P075,Lille,Toulouse,2024-09-04,Express,DHL,11.56,251,2
190453,P100,Nantes,Nice,2024-10-18,Express,DHL,6.78,580,3
190454,P041,Lille,Lyon,2024-08-16,Express,DHL,15.99,836,4
190455,P004,Nantes,Paris,2025-03-06,Express,GLS,12.69,791,4
190456,P014,Nantes,Lyon,2024-06-22,Standard,DHL,15.2,945,6
190457,P046,Nantes,Paris,2024-08-27,Standard,DHL,18.63,412,4
190458,P054,Lyon,Lyon,2025-05-16,Express,Colissimo,17.22,740,4
190459,P093,Lille,Toulouse,2024-08-19,Express,UPS,14.44,623,3
190460,P092,Lyon,Bordeaux,2025-01-22,Express,GLS,6.74,874,4
190461,P089,Rouen,Bordeaux,2024-11-04,Express,GLS,10.74,89,1
190462,P087,Rouen,Lyon,2025-04-16,Standard,GLS,9.9,683,5
190463,P033,Paris,Toulouse,2024-12-19,Standard,DHL,18.19,766,5
190464,P030,Paris,Bordeaux,2025-02-22,Standard,UPS,3.95,628,4
190465,P009,Lyon,Bordeaux,2024-10-13,Standard,Chronopost,2.96,447,3
190466,P038,Paris,Bordeaux,2025-03-20,Standard,UPS,5.82,594,3
190467,P089,Lille,Lyon,2025-01-09,Standard,Chronopost,5.12,975,4
190468,P082,Lyon,Paris,2024-10-23,Standard,UPS,8.18,134,2
190469,P043,Lyon,Paris,2025-03-10,Express,Chronopost,18.23,996,6
190470,P007,Lyon,Marseille,2024-11-20,Standard,UPS,4.66,533,4
190471,P088,Nantes,Nice,2025-03-02,Express,UPS,3.95,308,1
190472,P040,Lyon,Marseille,2025-01-06,Standard,GLS,15.49,200,3
190473,P085,Paris,Toulouse,2024-08-28,Express,DHL,5.72,198,1
190474,P062,Nantes,Paris,2025-02-13,Standard,Colissimo,16.4,257,3
190475,P055,Rouen,Bordeaux,2025-03-15,Standard,DHL,5.37,412,4
190476,P035,Nantes,Lyon,2024-07-25,Standard,Chronopost,12.76,552,5
190477,P043,Nantes,Paris,2024-11-24,Express,UPS,12.88,874,4
190478,P011,Strasbourg,Nice,2025-05-23,Standard,Colissimo,8.58,257,2
190479,P002,Paris,Bordeaux,2025-06-15,Express,GLS,0.21,179,1
190480,P079,Paris,Nice,2024-10-27,Standard,Colissimo,8.03,414,3
190481,P079,Rouen,Paris,2024-11-08,Standard,Colissimo,2.75,712,3
190482,P005,Lyon,Paris,2025-06-15,Express,DHL,16.62,741,5
190483,P040,Paris,Nice,2024-11-16,Standard,GLS,6.41,756,4
190484,P080,Lyon,Toulouse,2025-05-07,Standard,Chronopost,11.23,463,4
190485,P046,Paris,Bordeaux,2024-10-14,Standard,UPS,18.88,869,5
190486,P021,Paris,Nice,2024-10-21,Express,Colissimo,16.54,438,4
190487,P009,Nantes,Paris,2025-01-16,Standard,GLS,10.88,152,2
190488,P071,Nantes,Paris,2025-05-15,Express,UPS,16.54,239,3
190489,P027,Nantes,Paris,2024-07-23,Express,DHL,14.02,60,1
190490,P017,Strasbourg,Lyon,2024-09-22,Express,UPS,3.06,100,0
190491,P066,Strasbourg,Toulouse,2025-03-26,Express,Chronopost,0.74,200,0
190492,P026,Strasbourg,Lyon,2025-04-15,Standard,Colissimo,5.93,243,1
190493,P072,Paris,Paris,2025-06-08,Standard,DHL,3.2,822,4
190494,P045,Lyon,Lyon,2025-04-08,Express,UPS,5.07,709,2
190495,P055,Paris,Nice,2025-04-20,Standard,Chronopost,4.52,452,4
190496,P040,Strasbourg,Paris,2024-06-27,Standard,GLS,16.37,528,4
190497,P016,Paris,Nice,2024-08-14,Standard,Colissimo,18.47,210,4
190498,P084,Nantes,Lyon,2025-06-01,Express,Chronopost,1.21,776,3
190499,P096,Lyon,Lyon,2024-11-30,Express,DHL,14.36,690,3
190500,P032,Paris,Toulouse,2025-04-08,Standard,DHL,9.98,340,4
190501,P035,Lyon,Nice,2024-09-26,Express,Chronopost,0.23,948,3
190502,P064,Paris,Bordeaux,2025-01-31,Express,GLS,8.66,849,4
190503,P064,Lille,Lyon,2024-12-03,Standard,Colissimo,7.23,740,4
190504,P015,Strasbourg,Toulouse,2025-03-14,Standard,Colissimo,6.93,415,2
190505,P042,Rouen,Paris,2025-02-01,Standard,Chronopost,11.57,935,5
190506,P050,Paris,Marseille,2025-01-14,Express,Colissimo,8.89,645,3
190507,P032,Lyon,Bordeaux,2024-09-25,Express,DHL,16.3,379,3
190508,P030,Strasbourg,Paris,2024-12-24,Standard,Chronopost,8.48,602,4
190509,P083,Nantes,Nice,2025-06-14,Standard,Chronopost,19.61,614,6
190510,P024,Rouen,Bordeaux,2024-09-02,Express,DHL,11.17,312,1
190511,P066,Rouen,Marseille,2024-08-17,Standard,GLS,3.95,675,4
190512,P021,Lille,Bordeaux,2024-08-04,Express,DHL,0.26,250,2
190513,P042,Lille,Paris,2024-08-17,Express,GLS,16.37,337,2
190514,P080,Paris,Paris,2025-04-21,Standard,UPS,12.76,217,3
190515,P100,Rouen,Toulouse,2025-04-10,Express,Chronopost,12.18,95,1
190516,P058,Lyon,Bordeaux,2024-08-08,Express,GLS,8.06,742,3
190517,P002,Nantes,Marseille,2024-08-05,Standard,UPS,8.88,79,2
190518,P016,Rouen,Paris,2024-12-18,Express,UPS,14.5,886,6
190519,P093,Strasbourg,Lyon,2025-04-02,Express,UPS,3.83,927,4
190520,P007,Nantes,Lyon,2024-10-21,Express,UPS,18.27,814,4
190521,P055,Strasbourg,Paris,2025-04-08,Express,UPS,18.45,242,3
190522,P015,Paris,Paris,2024-07-10,Standard,DHL,0.99,360,1
190523,P023,Lille,Lyon,2024-10-13,Express,Chronopost,5.56,287,1
190524,P069,Lille,Nice,2024-07-30,Express,DHL,3.54,483,2
190525,P001,Nantes,Marseille,2024-11-17,Express,GLS,17.43,151,2
190526,P069,Strasbourg,Lyon,2025-02-27,Express,DHL,6.01,776,3
190527,P013,Lyon,Bordeaux,2025-04-16,Standard,Colissimo,6.02,486,4
190528,P026,Lyon,Toulouse,2024-11-06,Standard,GLS,2.76,701,4
190529,P052,Strasbourg,Nice,2025-01-07,Express,DHL,18.77,357,2
190530,P013,Paris,Nice,2025-04-21,Express,UPS,2.05,788,2
190531,P096,Paris,Toulouse,2024-11-11,Express,DHL,5.45,137,1
190532,P055,Lyon,Paris,2024-06-26,Standard,Colissimo,12.67,363,3
190533,P029,Strasbourg,Lyon,2024-11-19,Standard,UPS,11.49,198,3
190534,P018,Paris,Paris,2024-10-29,Express,GLS,6.76,965,5
190535,P002,Nantes,Lyon,2025-04-11,Standard,UPS,1.31,237,2
190536,P027,Nantes,Bordeaux,2025-05-21,Express,Chronopost,7.53,742,2
190537,P050,Strasbourg,Nice,2025-02-16,Standard,Colissimo,10.55,673,5
190538,P042,Strasbourg,Nice,2024-07-18,Standard,GLS,11.95,747,5
190539,P067,Rouen,Marseille,2024-09-01,Standard,Colissimo,0.87,917,4
190540,P094,Lille,Bordeaux,2024-10-13,Express,Colissimo,9.4,419,2
190541,P010,Lyon,Toulouse,2024-08-12,Express,Chronopost,5.11,767,3
190542,P009,Strasbourg,Lyon,2025-02-27,Express,DHL,19.45,971,5
190543,P003,Nantes,Bordeaux,2025-05-05,Standard,UPS,13.66,109,2
190544,P086,Rouen,Lyon,2024-09-07,Express,DHL,7.67,413,2
190545,P038,Strasbourg,Lyon,2025-03-20,Express,GLS,12.16,721,4
190546,P075,Lyon,Marseille,2025-06-06,Standard,DHL,7.19,124,2
190547,P070,Strasbourg,Lyon,2024-07-02,Express,GLS,0.6,129,0
190548,P069,Rouen,Nice,2025-03-13,Express,DHL,0.53,102,1
190549,P030,Lyon,Nice,2024-09-02,Express,Chronopost,17.32,959,6
190550,P014,Paris,Paris,2025-03-09,Express,UPS,19.04,60,2
190551,P002,Lille,Toulouse,2024-10-05,Standard,GLS,18.04,808,5
190552,P097,Strasbourg,Lyon,2024-09-27,Standard,UPS,18.54,771,5
190553,P008,Lyon,Toulouse,2025-05-09,Express,UPS,12.24,922,4
190554,P074,Nantes,Paris,2024-09-18,Express,DHL,13.17,777,2
190555,P085,Paris,Marseille,2024-12-04,Standard,DHL,3.77,165,1
190556,P083,Strasbourg,Lyon,2025-01-22,Standard,Colissimo,5.11,791,5
190557,P099,Rouen,Marseille,2024-10-20,Express,UPS,5.31,907,4
190558,P018,Lyon,Toulouse,2024-08-29,Standard,DHL,9.16,533,2
190559,P071,Paris,Lyon,2024-11-17,Standard,GLS,15.69,952,5
190560,P013,Strasbourg,Bordeaux,2024-11-05,Express,Colissimo,5.09,476,1
190561,P046,Lyon,Paris,2024-08-31,Standard,UPS,9.75,88,3
190562,P054,Paris,Bordeaux,2025-01-06,Standard,Chronopost,5.48,949,4
190563,P012,Rouen,Marseille,2024-08-28,Express,GLS,10.0,316,2
190564,P040,Lyon,Paris,2024-07-11,Express,Colissimo,12.83,662,3
190565,P088,Nantes,Marseille,2024-06-27,Express,Chronopost,14.72,739,4
190566,P082,Rouen,Paris,2025-01-30,Standard,Chronopost,3.94,581,3
190567,P038,Paris,Bordeaux,2024-08-23,Standard,Colissimo,15.77,524,5
190568,P012,Nantes,Nice,2024-12-25,Express,Colissimo,13.71,401,3
190569,P067,Lyon,Bordeaux,2024-07-06,Express,Colissimo,18.13,126,2
190570,P025,Nantes,Lyon,2024-07-15,Express,GLS,5.29,82,1
190571,P035,Rouen,Marseille,2025-01-07,Express,UPS,9.85,418,3
190572,P016,Lyon,Lyon,2024-06-30,Standard,Colissimo,16.84,70,2
190573,P045,Lyon,Nice,2024-11-26,Standard,GLS,11.61,621,4
190574,P013,Strasbourg,Bordeaux,2024-10-16,Express,Chronopost,12.04,989,5
190575,P024,Nantes,Paris,2024-11-26,Standard,Chronopost,0.19,554,2
190576,P076,Lyon,Paris,2024-10-22,Express,GLS,18.24,930,5
190577,P002,Rouen,Nice,2025-02-22,Standard,UPS,9.69,427,4
190578,P090,Nantes,Nice,2025-03-27,Express,UPS,16.37,238,2
190579,P010,Lille,Paris,2024-10-04,Standard,Colissimo,10.94,457,4
190580,P019,Strasbourg,Marseille,2025-02-28,Express,GLS,14.09,870,4
190581,P086,Nantes,Lyon,2024-10-13,Express,Colissimo,5.08,475,2
190582,P024,Lille,Toulouse,2024-06-24,Standard,DHL,6.14,740,4
190583,P090,Lyon,Nice,2024-08-07,Standard,UPS,13.14,996,6
190584,P061,Lille,Bordeaux,2025-04-10,Standard,Chronopost,8.5,677,4
190585,P005,Paris,Paris,2025-02-28,Standard,DHL,2.21,820,3
190586,P080,Paris,Nice,2024-06-29,Express,Colissimo,8.32,934,4
190587,P034,Nantes,Toulouse,2024-12-01,Standard,Chronopost,13.89,217,2
190588,P092,Paris,Nice,2025-04-29,Express,UPS,16.06,955,4
190589,P064,Paris,Paris,2024-06-27,Standard,Chronopost,19.67,229,4
190590,P012,Strasbourg,Toulouse,2024-08-15,Express,GLS,18.61,106,4
190591,P059,Lille,Nice,2024-11-22,Standard,GLS,0.72,781,4
190592,P021,Lyon,Nice,2024-11-25,Standard,DHL,0.7,333,2
190593,P096,Strasbourg,Nice,2024-12-22,Express,UPS,12.52,699,4
190594,P089,Lille,Toulouse,2024-10-17,Standard,UPS,16.41,610,5
190595,P078,Strasbourg,Bordeaux,2024-10-11,Standard,UPS,0.41,606,3
190596,P047,Nantes,Nice,2025-05-29,Standard,GLS,17.34,952,7
190597,P053,Nantes,Toulouse,2024-12-28,Express,Colissimo,13.63,444,2
190598,P099,Lyon,Marseille,2025-05-07,Standard,GLS,11.26,256,3
190599,P073,Rouen,Paris,2024-06-21,Express,DHL,15.88,940,5
190600,P094,Strasbourg,Nice,2025-02-01,Standard,DHL,5.98,628,3
190601,P093,Strasbourg,Bordeaux,2024-11-15,Express,DHL,13.5,281,3
190602,P039,Rouen,Marseille,2025-05-18,Standard,GLS,2.13,119,2
190603,P031,Paris,Toulouse,2025-05-22,Standard,Chronopost,2.08,332,2
190604,P078,Strasbourg,Bordeaux,2024-12-10,Standard,DHL,9.29,290,2
190605,P081,Lille,Marseille,2024-07-20,Standard,GLS,4.88,794,5
190606,P089,Strasbourg,Bordeaux,2024-09-26,Standard,Chronopost,12.12,429,5
190607,P046,Lyon,Nice,2024-11-06,Standard,DHL,6.06,309,3
190608,P057,Paris,Lyon,2024-08-20,Express,UPS,12.22,404,2
190609,P037,Nantes,Bordeaux,2025-04-22,Standard,Colissimo,8.26,466,3
190610,P027,Nantes,Nice,2025-05-19,Express,DHL,12.33,739,3
190611,P082,Lyon,Marseille,2025-02-08,Express,Colissimo,5.44,930,3
190612,P029,Rouen,Nice,2024-10-16,Standard,GLS,5.32,856,5
190613,P018,Nantes,Paris,2025-03-21,Standard,UPS,12.42,295,4
190614,P004,Paris,Toulouse,2024-12-12,Express,Colissimo,18.21,736,4
190615,P084,Nantes,Paris,2024-09-10,Express,Chronopost,0.39,581,3
190616,P001,Rouen,Nice,2024-08-19,Standard,Colissimo,3.32,508,3
190617,P024,Strasbourg,Marseille,2024-11-15,Standard,Chronopost,15.6,728,4
190618,P042,Lyon,Nice,2024-06-20,Standard,GLS,15.05,282,4
190619,P060,Paris,Lyon,2024-08-12,Express,Chronopost,12.03,910,4
